0	FLT	08-JUN-24
1	AR0	ARGENTINA	N	FQND	Toyota Hilux	4	5	3	AC	Air Conditioning	Fullsize	https://avisassets.abgemea.com/dam/budget/car/toyota/hilux/double_cab/168x136/toyota_hilux_double_cab.jpg	https://avisassets.abgemea.com/dam/budget/car/toyota/hilux/double_cab/app/portrait/toyota_hilux_double_cab.png
1	AR0	ARGENTINA	O	PFBD	Toyota SW4	5	5	1	AC	Air Conditioning	Premium	https://avisassets.abgemea.com/dam/budget/car/toyota/sw4/168x136/toyota_sw4.jpg	https://avisassets.abgemea.com/dam/budget/car/toyota/sw4/app/portrait/toyota_sw4.png
1	AT0	AUSTRIA	A	EDMR	Citroen C3	5	4	2	AC	Air Conditioning	Economy	https://avisassets.abgemea.com/dam/budget/car/citroen/c3/168x136/citroen_c3.jpg	https://avisassets.abgemea.com/dam/budget/car/citroen/c3/app/portrait/citroen_c3.png
1	AT0	AUSTRIA	B	CDMR	Mazda 3	5	5	3	AC	Air Conditioning	Compact	https://avisassets.abgemea.com/dam/budget/car/mazda/3/168x136/mazda_3.jpg	https://avisassets.abgemea.com/dam/budget/car/mazda/3/app/portrait/mazda_3.png
1	AT0	AUSTRIA	C	CFMR	Opel Crossland	5	5	3	GPS	GPS	Compact	https://avisassets.abgemea.com/dam/budget/car/opel/crossland/168x136/opel_crossland.jpg	https://avisassets.abgemea.com/dam/budget/car/opel/crossland/app/portrait/opel_crossland.png
1	AT0	AUSTRIA	C	CFMR	Opel Crossland	5	5	3	AC	Air Conditioning	Compact	https://avisassets.abgemea.com/dam/budget/car/opel/crossland/168x136/opel_crossland.jpg	https://avisassets.abgemea.com/dam/budget/car/opel/crossland/app/portrait/opel_crossland.png
1	AT0	AUSTRIA	D	IFAR	Peugeot 3008	5	5	3	AC	Air Conditioning	Intermediate	https://avisassets.abgemea.com/dam/budget/car/peugeot/3008/168x136/peugeot_3008.jpg	https://avisassets.abgemea.com/dam/budget/car/peugeot/3008/app/portrait/peugeot_3008.png
1	AT0	AUSTRIA	E	IWAR	Seat Leon	5	5	3	AC	Air Conditioning	Intermediate	https://avisassets.abgemea.com/dam/budget/car/seat/leon/station_wagon/168x136/seat_leon_station_wagon.jpg	https://avisassets.abgemea.com/dam/budget/car/seat/leon/station_wagon/app/portrait/seat_leon_station_wagon.png
1	AT0	AUSTRIA	F	IFBR	Mazda CX-30	5	5	3	AC	Air Conditioning	Intermediate	https://avisassets.abgemea.com/dam/budget/car/mazda/cx-30/168x136/mazda_cx-30.jpg	https://avisassets.abgemea.com/dam/budget/car/mazda/cx-30/app/portrait/mazda_cx-30.png
1	AT0	AUSTRIA	G	CDAR	Peugeot 308	5	5	3	AC	Air Conditioning	Compact	https://avisassets.abgemea.com/dam/budget/car/peugeot/308/168x136/peugeot_308.jpg	https://avisassets.abgemea.com/dam/budget/car/peugeot/308/app/portrait/peugeot_308.png
1	AT0	AUSTRIA	H	PWAR	BMW 3 Series	5	5	3	AC	Air Conditioning	Premium	https://avisassets.abgemea.com/dam/budget/car/bmw/3_series/station_wagon/168x136/bmw_3_series_station_wagon.jpg	https://avisassets.abgemea.com/dam/budget/car/bmw/3_series/station_wagon/app/portrait/bmw_3_series_station_wagon.png
1	AT0	AUSTRIA	I	LWAR	BMW 5 Series	5	5	4	AC	Air Conditioning	Luxury	https://avisassets.abgemea.com/dam/budget/car/bmw/5_series/station_wagon/168x136/bmw_5_series_station_wagon.jpg	https://avisassets.abgemea.com/dam/budget/car/bmw/5_series/station_wagon/app/portrait/bmw_5_series_station_wagon.png
1	AT0	AUSTRIA	J	SFBR	Mercedes GLB	5	5	3	AC	Air Conditioning	Standard	https://avisassets.abgemea.com/dam/budget/car/mercedes/glb/168x136/mercedes_glb.jpg	https://avisassets.abgemea.com/dam/budget/car/mercedes/glb/app/portrait/mercedes_glb.png
1	AT0	AUSTRIA	K	CWAR	Toyota Corolla	5	5	4	AC	Air Conditioning	Compact	https://avisassets.abgemea.com/dam/budget/car/toyota/corolla/station_wagon/168x136/toyota_corolla_station_wagon.jpg	https://avisassets.abgemea.com/dam/budget/car/toyota/corolla/station_wagon/app/portrait/toyota_corolla_station_wagon.png
1	AT0	AUSTRIA	L	CDAE	Peugeot e-2008	5	5	3	AC	Air Conditioning	Compact	https://avisassets.abgemea.com/dam/budget/car/peugeot/e-2008/electric_car/168x136/peugeot_e-2008_electric_car.jpg	https://avisassets.abgemea.com/dam/budget/car/peugeot/e-2008/electric_car/app/portrait/peugeot_e-2008_electric_car.png
1	AT0	AUSTRIA	M	SWAR	Peugeot 508	5	5	4	AC	Air Conditioning	Standard	https://avisassets.abgemea.com/dam/budget/car/peugeot/508/station_wagon/168x136/peugeot_508_station_wagon.jpg	https://avisassets.abgemea.com/dam/budget/car/peugeot/508/station_wagon/app/portrait/peugeot_508_station_wagon.png
1	AT0	AUSTRIA	N	FVMR	Seat Alhambra	5	7	4	AC	Air Conditioning	Fullsize	https://avisassets.abgemea.com/dam/budget/car/seat/alhambra/168x136/seat_alhambra.jpg	https://avisassets.abgemea.com/dam/budget/car/seat/alhambra/app/portrait/seat_alhambra.png
1	AT0	AUSTRIA	O	LVAR	Mercedes Vito	4	9	4	AC	Air Conditioning	Luxury	https://avisassets.abgemea.com/dam/budget/car/mercedes/vito/passenger_van/168x136/mercedes_vito_passenger_van.jpg	https://avisassets.abgemea.com/dam/budget/car/mercedes/vito/passenger_van/app/portrait/mercedes_vito_passenger_van.png
1	AT0	AUSTRIA	P	SFAR	Skoda Kodiaq	5	5	4	AC	Air Conditioning	Standard	https://avisassets.abgemea.com/dam/budget/car/skoda/kodiaq/168x136/skoda_kodiaq.jpg	https://avisassets.abgemea.com/dam/budget/car/skoda/kodiaq/app/portrait/skoda_kodiaq.png
